DESCRIPTION,USERID,USERNAME,USER_PARENT_ID,OPENDATE,ACCOUNT_BLOCK_REASONS,DESCRIPTION,SKIN,ACCOUNTTYPENAME,REALBALANCE,VERIFIEDPLAYER,VERIFIED_BANK_DETAILS,MOBILE_VERIFICATION
Regular,18441897,rasmussen_77,,2025-01-04 13:30:53,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443207,rodita_ar43,,2025-01-04 18:27:31,",1020,1012,1010,1016,1291,1011,1290,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427609,Genavamp23,,2025-01-02 13:36:54,",1020,1291,1292,1343,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421515,andden_nn20,,2025-01-01 15:12:05,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438262,azefer_zf22,,2025-01-03 23:47:06,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440807,cosdan_sd47,,2025-01-04 07:24:41,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426000,Shirleyfatim,,2025-01-02 04:14:45,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436683,pollycamp,,2025-01-03 20:21:03,",1020,1291,1290,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438612,Paty4671,,2025-01-04 00:32:49,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18433925,Jhonnyvanda0,,2025-01-03 09:35:26,",1291,1016,1017,1020,1290,1011,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427304,segdan_ds82,,2025-01-02 11:56:41,",1020,1291,1290,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431350,Wesleyr95,,2025-01-02 23:52:58,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443246,Gaby2006,,2025-01-04 18:35:15,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424831,fernandofora,,2025-01-02 00:29:23,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420755,vazadr_rd49,,2025-01-01 11:59:15,",1292,1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18425198,carlui_ru14,,2025-01-02 01:35:13,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421892,Barbosasc1,,2025-01-01 16:29:29,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422899,Carla2609,,2025-01-01 19:32:48,",1016,1010,1291,1011,1290,1017,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423402,Nadia4040,,2025-01-01 20:43:13,",1292,1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18422367,Danilomecan,,2025-01-01 18:00:24,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430499,Zezost,,2025-01-02 21:58:24,",1291,1290,1020,1292,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18431551,Rp123456,,2025-01-03 00:23:59,",1020,1292,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18424924,pedeve_de48,,2025-01-02 00:47:13,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430431,Carv7416,,2025-01-02 21:50:05,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431591,Moniad,,2025-01-03 00:32:52,",1020,1016,1010,1290,1012,1291,1017,1011,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432120,Beatrysfr,,2025-01-03 01:57:18,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441001,Rosalina73,,2025-01-04 08:33:57,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421283,olibre_or38,,2025-01-01 14:21:15,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424656,lgpaschoal25,,2025-01-02 00:00:42,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436030,Ceni03,,2025-01-03 18:30:39,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421554,cosval_sl64,,2025-01-01 15:19:46,",1016,1010,1291,1011,1290,1017,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435170,fergus_sg37,,2025-01-03 15:35:00,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435859,vinepereira,,2025-01-03 17:57:21,",1291,1012,1016,1017,1020,1290,1011,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439542,eliant_lt06,,2025-01-04 02:48:27,",1291,1016,1017,1020,1290,1343,1011,1010,1292,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18428547,Ajessicam_,,2025-01-02 16:54:07,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432691,carseb_cr39,,2025-01-03 03:46:32,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438312,chrmic_mc54,,2025-01-03 23:52:04,",1291,1012,1016,1017,1020,1290,1011,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428030,Emendes,,2025-01-02 15:10:26,",1011,1016,1017,1291,1010,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442808,badbaruk,,2025-01-04 17:12:29,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18423146,Margaret_67,,2025-01-01 20:09:44,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422332,Thomps1993,,2025-01-01 17:54:50,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421015,Bielcdee,,2025-01-01 13:15:33,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421008,bariva_vr01,,2025-01-01 13:13:43,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421197,Bacanacicero,,2025-01-01 14:03:15,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423746,guerod_ur01,,2025-01-01 21:37:02,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434578,apacri_ia80,,2025-01-03 13:19:07,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18436059,mariafaria61,,2025-01-03 18:37:01,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427328,diadio_ii95,,2025-01-02 12:05:07,",1010,1016,1012,1020,1291,1017,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18429585,denisson77,,2025-01-02 19:48:20,",1016,1011,1017,1291,1290,1010,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436679,edugui_ig08,,2025-01-03 20:20:43,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439103,marjos_mr31,,2025-01-04 01:47:07,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430041,fraros_af23,,2025-01-02 20:51:59,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424171,jacare1971,,2025-01-01 22:45:54,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438009,Thiago707070,,2025-01-03 23:16:01,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423261,lopkem_om37,,2025-01-01 20:24:35,",1291,1010,1011,1016,1290,1020,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428601,ortale_et56,,2025-01-02 17:04:45,",1010,1017,1011,1292,1290,1291,1343,1020,1012,1016,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18422660,vieluc_iu69,,2025-01-01 18:54:51,",1292,1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18422413,Geannlt,,2025-01-01 18:06:40,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439299,Coringa666,,2025-01-04 02:16:11,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18433228,murrob_ur08,,2025-01-03 05:41:13,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18433384,Hernandes09,,2025-01-03 06:29:20,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421672,Angell51,,2025-01-01 15:47:03,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421725,liglue_li59,,2025-01-01 15:57:18,",1291,1290,1292,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18423365,chimai_mc91,,2025-01-01 20:38:53,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424437,Rosangela40,,2025-01-01 23:27:24,",1291,1290,1292,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18435399,Minhajuju321,,2025-01-03 16:25:25,",1343,1292,1020,1291,1290,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18438187,carjos_rc37,,2025-01-03 23:37:41,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441939,Bicodoce,,2025-01-04 13:41:02,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436064,jornel,,2025-01-03 18:38:00,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423307,Rgmrg1357,,2025-01-01 20:31:04,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423616,braisa_aa91,,2025-01-01 21:15:54,",1291,1010,1011,1016,1290,1020,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18429111,Saraassumpca,,2025-01-02 18:37:43,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424789,nogjos_gg92,,2025-01-02 00:21:21,",1292,1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18432441,tatsil_si22,,2025-01-03 02:55:37,",1291,1290,1020,1292,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18432480,dorjos_ds60,,2025-01-03 03:03:31,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432808,Diemarcos,,2025-01-03 04:12:11,",1010,1017,1011,1290,1291,1020,1012,1016,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432068,JoseCelso79,,2025-01-03 01:48:50,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434896,Cleiton99,,2025-01-03 14:34:51,",1020,1012,1010,1016,1291,1011,1290,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442371,Nvs077,,2025-01-04 15:35:59,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438775,dudolino,,2025-01-04 00:53:38,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438726,JeerfMalone,,2025-01-04 00:48:00,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441635,henluc_uu66,,2025-01-04 12:05:23,",1291,1020,1290,1343,1292,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421311,franciscofar,,2025-01-01 14:26:19,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423901,ferraf_er81,,2025-01-01 22:01:52,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423200,Harley19899,,2025-01-01 20:16:28,",1016,1012,1010,1291,1011,1290,1017,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438585,frethi_ii44,,2025-01-04 00:29:37,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432954,henlui_nh26,,2025-01-03 04:40:32,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421972,andedfisic1,,2025-01-01 16:47:58,",1010,1016,1291,1011,1017,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438607,Amandajupeti,,2025-01-04 00:31:50,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423703,dorluc_du43w,,2025-01-01 21:29:32,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439653,perale_ea40,,2025-01-04 03:05:29,",1020,1012,1292,1010,1016,1291,1011,1290,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421597,moredu_mo27,,2025-01-01 15:28:35,",1291,1010,1012,1016,1290,1020,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440170,Rhuan1313,,2025-01-04 04:35:59,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422624,Marcoslkk,,2025-01-01 18:48:48,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422571,ALSILVA,,2025-01-01 18:39:00,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431835,ribadi_ri44,,2025-01-03 01:10:13,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431152,sormon_rm82,,2025-01-02 23:22:52,",1020,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432038,Romaria2,,2025-01-03 01:43:42,",1017,1011,1290,1291,1020,1012,1016,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426208,mencelso2024,,2025-01-02 05:04:11,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431859,barfab_ba41,,2025-01-03 01:13:17,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428347,Napa2025,,2025-01-02 16:10:50,",1016,1017,1291,1290,1010,1012,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436524,josone_jo22,,2025-01-03 19:55:01,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440640,Tetts1,,2025-01-04 06:26:20,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434718,edivalter,,2025-01-03 13:53:10,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18437198,Edileuzapera,,2025-01-03 21:33:32,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434033,rilza1234,,2025-01-03 10:24:02,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442105,flaviodarosa,,2025-01-04 14:25:34,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442943,rodraf_ra99,,2025-01-04 17:39:57,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442960,Rcampos,,2025-01-04 17:43:34,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432787,Eallace10395,,2025-01-03 04:07:33,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436039,lopesaz_1,,2025-01-03 18:32:23,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439784,Rdc157121,,2025-01-04 03:29:08,",1020,1292,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421372,almand_ma81,,2025-01-01 14:41:15,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443012,gerali_gr31,,2025-01-04 17:51:48,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438474,Geralda123,,2025-01-04 00:14:56,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427290,gonjaq_qn81,,2025-01-02 11:51:15,",1290,1020,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18429850,Diddikjhy98,,2025-01-02 20:24:04,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430710,doskez_de99,,2025-01-02 22:28:04,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423005,joselt_ej92,,2025-01-01 19:50:18,",1292,1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18431647,Lames12qw,,2025-01-03 00:40:49,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435274,Valtex5,,2025-01-03 16:01:20,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441661,alvadr_aa90,,2025-01-04 12:16:24,",1020,1292,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18432026,Sanville,,2025-01-03 01:41:23,",1020,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436442,Berto57,,2025-01-03 19:43:04,",1020,1012,1010,1016,1291,1011,1290,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443442,Pedrolsjr,,2025-01-04 19:08:00,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430881,luan017,,2025-01-02 22:48:49,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439220,cescar_ss70,,2025-01-04 02:05:52,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431725,eliade_eee22,,2025-01-03 00:54:21,",1020,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435191,Lefreitasss,,2025-01-03 15:39:49,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438906,Jair52,,2025-01-04 01:16:07,",1020,1291,1290,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424453,Correados78,,2025-01-01 23:29:06,",1292,1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18424241,Marciapda24,,2025-01-01 22:56:01,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439643,ramaux_ru96,,2025-01-04 03:02:59,",1020,1291,1290,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438624,perluc_cr57,,2025-01-04 00:34:41,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440191,Edinho987154,,2025-01-04 04:40:58,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436936,batdie_ed39,,2025-01-03 21:01:41,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426029,23tata23,,2025-01-02 04:22:01,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428644,pirwil_ir57,,2025-01-02 17:14:32,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438598,Debora29dini,,2025-01-04 00:30:57,",1020,1012,1010,1016,1291,1290,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440034,Adriana2611,,2025-01-04 04:09:26,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422139,Jaaniell,,2025-01-01 17:19:35,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426105,Romaildo10,,2025-01-02 04:39:52,",1292,1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18425699,almcas_ms43,,2025-01-02 03:04:29,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424324,Gege2025,,2025-01-01 23:07:27,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425980,Buga20048,,2025-01-02 04:09:29,",1291,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436711,cesjai_as64,,2025-01-03 20:24:52,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434704,araval_ra24,,2025-01-03 13:50:06,",1020,1292,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18428545,rober190787,,2025-01-02 16:53:39,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431250,diadav_ai35,,2025-01-02 23:37:37,",1290,1291,1343,1020,1327,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438741,cardie_ca80,,2025-01-04 00:49:40,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439731,erickawdrad0,,2025-01-04 03:18:48,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431357,jaimelima,,2025-01-02 23:54:20,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443450,Veloso777,,2025-01-04 19:09:33,",1291,1020,1290,1343,1292,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18431201,Adrijose,,2025-01-02 23:29:17,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423806,Mdcosta,,2025-01-01 21:45:27,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434547,Morgmorgn,,2025-01-03 13:07:07,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430210,rodrigocwb84,,2025-01-02 21:18:23,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438777,Deia2104,,2025-01-04 00:54:17,",1020,1292,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18438931,ricand_ad48,,2025-01-04 01:20:16,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420812,Pjunpau_nu17,,2025-01-01 12:17:07,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
