DESCRIPTION,USERID,USERNAME,USER_PARENT_ID,OPENDATE,ACCOUNT_BLOCK_REASONS,DESCRIPTION,SKIN,ACCOUNTTYPENAME,REALBALANCE,VERIFIEDPLAYER,VERIFIED_BANK_DETAILS,MOBILE_VERIFICATION
Regular,18420843,gonpat_ng65,,2025-01-01 12:27:05,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427669,eaerayxw,,2025-01-02 13:50:29,",1020,1291,1343,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420909,juneur_ju95,,2025-01-01 12:46:56,",1291,1290,1020,1343,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434912,Ruberito25,,2025-01-03 14:39:08,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438993,Layslolo14,,2025-01-04 01:29:37,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432251,Africanos11,,2025-01-03 02:19:57,",1292,1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18425354,gosti80,,2025-01-02 02:04:12,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425375,pinuem_in07,,2025-01-02 02:07:55,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425426,buglea_gu41,,2025-01-02 02:15:30,",1016,1012,1010,1291,1011,1290,1017,1020,1343,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427654,vastest527,,2025-01-02 13:47:12,",1010,1016,1012,1020,1011,1291,1017,1290,1343,1292,1235,1234,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18425721,Lilameubem,,2025-01-02 03:09:09,",1291,1010,1012,1011,1290,1020,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428674,Vwvesgab,,2025-01-02 17:20:54,",1020,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425055,Paulista113,,2025-01-02 01:08:24,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432282,batjoa_oa73,,2025-01-03 02:26:33,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421374,Glawcya41,,2025-01-01 14:41:47,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423268,marisa8953,,2025-01-01 20:25:45,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18430368,Darenzo,,2025-01-02 21:41:38,",1292,1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421688,olisil_ii15,,2025-01-01 15:49:13,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420765,domgra_mg67,,2025-01-01 12:01:00,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425537,Izoletekn1,,2025-01-02 02:36:32,",1010,1016,1291,1012,1017,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421006,Cleidiane00,,2025-01-01 13:13:10,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423202,Maracana256,,2025-01-01 20:16:39,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440028,Guiomarar,,2025-01-04 04:08:13,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440554,Hopee1992,,2025-01-04 06:01:55,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423384,Paulinha2626,,2025-01-01 20:40:41,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435199,Genivogel,,2025-01-03 15:41:27,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427726,Leonardsp,,2025-01-02 14:03:41,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428578,raffel_fe86,,2025-01-02 16:59:23,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18437208,briser_rb13,,2025-01-03 21:35:21,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442734,grafer_gr58,,2025-01-04 16:57:15,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434191,Zazaya01,,2025-01-03 11:24:23,",1020,1291,1290,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441203,Santos1000,,2025-01-04 09:50:00,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18437178,steedi_td56,,2025-01-03 21:31:58,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425442,scaces_sa92,,2025-01-02 02:18:33,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424777,Kennedybenez,,2025-01-02 00:18:59,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420939,Mariazinha26,,2025-01-01 12:54:01,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421011,86caire,,2025-01-01 13:15:14,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423958,casjef_cf24,,2025-01-01 22:10:23,",1010,1016,1291,1011,1012,1017,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424041,Sorte1313,,2025-01-01 22:25:59,",1010,1016,1291,1011,1012,1017,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422342,robpassoni,,2025-01-01 17:56:38,",1292,1291,1343,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18435725,Wylergarcia,,2025-01-03 17:34:33,",1343,1020,1016,1012,1291,1290,1017,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440025,Jenana,,2025-01-04 04:07:40,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443669,neivacata,,2025-01-04 19:41:04,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439699,criana_cc05,,2025-01-04 03:12:58,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424068,fadosv_sd25,,2025-01-01 22:30:46,",1291,1290,1020,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443684,azetha_zt77,,2025-01-04 19:42:32,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421388,Dukapop,,2025-01-01 14:43:19,",1292,1291,1343,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18424023,Chafirra,,2025-01-01 22:22:14,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428393,robrog_oo79,,2025-01-02 16:22:58,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424816,Dry1971,,2025-01-02 00:26:39,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428934,Alinemq10_,,2025-01-02 18:10:03,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423985,robser_rb99,,2025-01-01 22:16:01,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421791,babisodc13,,2025-01-01 16:11:08,",1291,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443689,Icarobrunool,,2025-01-04 19:42:58,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434854,aratai_ii59,,2025-01-03 14:25:28,",1020,1010,1016,1291,1011,1290,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428122,Wall16,,2025-01-02 15:28:41,",1011,1016,1017,1291,1010,1290,1012,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432175,Helena00h,,2025-01-03 02:08:44,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435577,jefian_aa51,,2025-01-03 17:07:27,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422493,fagwel_ga73,,2025-01-01 18:23:11,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423411,reiand_ae32,,2025-01-01 20:44:44,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432208,pircar_cr11,,2025-01-03 02:12:46,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18429001,wfsfreire,,2025-01-02 18:20:51,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424546,JeanSantana3,,2025-01-01 23:43:52,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423830,monrod_mn50g,,2025-01-01 21:48:38,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420406,juninho16,,2025-01-01 10:09:00,",1020,1291,1343,1292,1290,1161,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18423358,silwla_sa28,,2025-01-01 20:38:17,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421530,Luci741,,2025-01-01 15:15:16,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434962,lucasfsa16,,2025-01-03 14:50:27,",1020,1291,1290,1343,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424478,perozi_ez62,,2025-01-01 23:31:56,",1291,1016,1290,1020,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435178,augdav_aa61,,2025-01-03 15:37:00,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441409,Antrobos08,,2025-01-04 10:56:06,",1343,1020,1011,1016,1012,1291,1290,1017,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435818,Goribeiro,,2025-01-03 17:50:55,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18430838,lauluc_lu34,,2025-01-02 22:43:14,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435817,flass90,,2025-01-03 17:50:55,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18441780,Ronan-33,,2025-01-04 12:57:30,",1343,1020,1011,1016,1291,1290,1017,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443622,Geanmarialva,,2025-01-04 19:34:43,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442575,Curica2,,2025-01-04 16:20:03,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18437229,Rodriguesfig,,2025-01-03 21:37:46,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436719,Welli1,,2025-01-03 20:25:44,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443366,Kimberllylim,,2025-01-04 18:55:57,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438572,berluc_ll02,,2025-01-04 00:27:55,",1020,1016,1012,1291,1290,1017,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423851,duadan_ud02,,2025-01-01 21:53:09,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18433094,sanuer_au90,,2025-01-03 05:09:23,",1020,1292,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18435377,Allanthoma,,2025-01-03 16:21:55,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420475,Sound3,,2025-01-01 10:34:50,",1290,1343,1020,1291,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18423379,Mj1919,,2025-01-01 20:40:07,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424562,Alex4056,,2025-01-01 23:47:02,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424759,gonbru_ro85,,2025-01-02 00:16:33,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425136,Leebrito50,,2025-01-02 01:24:36,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431755,argjua_ga03,,2025-01-03 00:58:59,",1020,1292,1290,1343,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18421334,thgmss,,2025-01-01 14:29:47,",1291,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425525,gunfab_uf02,,2025-01-02 02:34:06,",1291,1290,1020,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424696,Nei88_dobner,,2025-01-02 00:05:37,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432960,melste_tt07,,2025-01-03 04:41:10,",1020,1292,1290,1343,1291,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18423335,Andriwsouza1,,2025-01-01 20:34:22,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426037,carnag_an47,,2025-01-02 04:24:01,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435103,Melhoral,,2025-01-03 15:19:07,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424754,Polycarton,,2025-01-02 00:16:18,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428437,HACKER7800,,2025-01-02 16:32:13,",1290,1291,1343,1020,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422014,Lucasfelio,,2025-01-01 16:56:07,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424839,diamat_ai52,,2025-01-02 00:30:16,",1016,1012,1010,1291,1011,1290,1017,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431746,Magozeri,,2025-01-03 00:57:03,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18441501,alvzel_la79,,2025-01-04 11:26:21,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428793,Nandim09,,2025-01-02 17:45:55,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421356,Samuel8877,,2025-01-01 14:36:19,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442424,dya2025,,2025-01-04 15:48:42,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420854,Mazzinmv,,2025-01-01 12:29:57,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424857,gomros_or55,,2025-01-02 00:33:31,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425410,Lemnynha833,,2025-01-02 02:12:51,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435013,cenraq_rc37,,2025-01-03 15:02:20,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432658,lluangome,,2025-01-03 03:39:09,",1020,1290,1291,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431219,tatnunes,,2025-01-02 23:31:56,",1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424947,folacop,,2025-01-02 00:49:32,",1291,1010,1011,1016,1290,1020,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435517,elzareis378,,2025-01-03 16:53:39,",1291,1020,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426142,nevclo_ne77,,2025-01-02 04:49:42,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438417,magcostta124,,2025-01-04 00:05:56,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428259,sanluc_aa34,,2025-01-02 15:57:11,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421338,jessieribe,,2025-01-01 14:30:42,",1291,1010,1011,1016,1290,1020,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426145,sanseb_an25,,2025-01-02 04:50:40,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440790,dosmic_io96,,2025-01-04 07:17:27,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427803,Ale0812,,2025-01-02 14:18:53,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18443056,Bigmacfx13,,2025-01-04 17:59:38,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18434225,daiane220986,,2025-01-03 11:31:57,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18429150,matosfila92,,2025-01-02 18:44:05,",1292,1290,1291,1343,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18441363,choroque,,2025-01-04 10:41:25,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18438656,Mau373,,2025-01-04 00:38:44,",1291,1012,1016,1017,1020,1290,1011,1010,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440212,criana_cc85,,2025-01-04 04:44:07,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424173,Ziguinau7,,2025-01-01 22:46:33,",1291,1290,1020,1210,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18436125,Ericarnovais,,2025-01-03 18:48:55,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440250,sanleo_lo57,,2025-01-04 04:53:48,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432443,Costagleison,,2025-01-03 02:56:07,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432591,alvcli_la66,,2025-01-03 03:27:37,",1020,1290,1291,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421080,Mccrisao2025,,2025-01-01 13:32:12,",1010,1016,1291,1011,1012,1017,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425314,rodthi_tr59,,2025-01-02 01:55:11,",1291,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18442764,fuminho,,2025-01-04 17:04:49,",1343,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18440525,cesluc_cu01,,2025-01-04 05:54:47,",1291,1020,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432396,Talisil,,2025-01-03 02:48:14,",1290,1291,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435897,boedan_db65,,2025-01-03 18:05:40,",1343,1292,1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,1
Regular,18424426,Cristina3012,,2025-01-01 23:25:10,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439341,Patricia2785,,2025-01-04 02:22:18,",1020,1291,1290,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18432879,Mvtrindade88,,2025-01-03 04:25:32,",1016,1011,1017,1291,1290,1010,1012,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435375,dbteste1,,2025-01-03 16:21:36,",1291,1012,1016,1017,1020,1290,1011,1010,1000,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18427403,careve_ae04,,2025-01-02 12:25:44,",1020,1291,1290,1343,1019,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428809,franpxav,,2025-01-02 17:49:09,",1010,1017,1011,1290,1291,1020,1012,1016,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18439050,Vanepier1978,,2025-01-04 01:38:34,",1020,1291,1290,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18422270,henfab_ef08,,2025-01-01 17:43:34,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18425844,arzkar_ar35,,2025-01-02 03:37:23,",1291,1343,1290,1020,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18421024,torlet_le49,,2025-01-01 13:17:25,",1291,1010,1011,1016,1290,1020,1343,1017,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18426408,perfra_ae09,,2025-01-02 06:06:14,",1291,1290,1020,1343,",Verification required,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18424680,Dedeafereir,,2025-01-02 00:04:20,",1291,1020,1100,1090,1003,1210,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2
Regular,18440363,zeusprospero,,2025-01-04 05:19:23,",1020,1291,1090,1003,1100,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2
Regular,18427337,paurog_ou77,,2025-01-02 12:07:27,",1020,1291,1090,1003,1100,1290,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2
Regular,18428469,wmarinho1,,2025-01-02 16:38:03,",1016,1011,1017,1010,1020,1290,1003,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2
Regular,18434355,marjos_ms16,,2025-01-03 12:09:26,",1291,1020,1090,1003,1100,",Verification rejected,PlayUZU.bet.br,Practice User,0.0,0,0,2
Regular,18439280,morpau_ro08,,2025-01-04 02:13:24,",1343,1020,1291,1090,1003,1100,",Verification rejected,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18428583,Nadia9889,,2025-01-02 17:01:11,",1291,1020,1100,1090,1003,",Verification rejected,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18420553,tatinhuZN,,2025-01-01 10:58:34,",1020,1291,1090,1003,1100,",Verification rejected,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18431760,Mmarri08,,2025-01-03 00:59:43,",1020,1016,1010,1291,1017,1011,1100,1090,1003,",Verification rejected,BacanaPlay.bet.br,Practice User,0.0,0,0,2
Regular,18435946,Wricardo123,,2025-01-03 18:14:53,",1020,1291,1090,1003,1100,",Verification rejected,BacanaPlay.bet.br,Practice User,0.0,0,0,2
